,Produk,Ulasan,Rating
131,Cosrx Oil Free Ultra Moisturizing Lotion,"menurutku, ini ter the best sih, soalnya pas di aplikasikan ke wajah tuh enak banget, wangi nya juga seger. pengirimannya juga cepet bangetttttttttttt",5
132,Cosrx Oil Free Ultra Moisturizing Lotion,"cosrx ga pernah salah sih ya selalu ampuh, apalagi di muka aku yg kering banget, kalau pake cosrx suka langsung sembuhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",5
133,Cosrx Oil Free Ultra Moisturizing Lotion,"Sudah pembelian ke beberapa kali, selalu cocok dengan product ini tetap ringan dan aman di pakai krn muka saya cukup sensitive untuk product, tidak lengket",5
134,Cosrx Oil Free Ultra Moisturizing Lotion,my holy grail!!!!!!! sangat melembabkan kulit wajahku yang setengah kering setengah minyak alias kombinasi iniiii. udah sering banget repurchase produ..,5
135,Cosrx Oil Free Ultra Moisturizing Lotion,"Setelaaah pencarian lama, mencari pelembab yang cocok di mukaku akhirnyakuu menemukannya hehe. Walaupun baru pake 1 minggu. Ini enak bangettt ga biki..",5
136,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Dapet produk hadalabo ini dari socobox dan ini skincare rangkaian kulit kusam. Dan sedih banget banget banget gak cocok parah sama produk ini. Produk ini bentuknya cair warna bening dan gak berbau menurutku. Sebenernya dapet 2 produk hadalabo dan 1 produk laneige. Dan semuanya gak cocok. Mau nangis gak lo? ;;; muka jd breakout parah. Jerawatan, bruntusan, gradakan pokoknya muka jd hancur dalam 2 kali pemakaian produk ini. Alhasil gaberani lanjut lagi make produknya ini. Ngilangin breakout di wajah juga lumayan lama biar balik kaya semula lagi. Sedih gak cocok sama produk ini",1
137,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Aaa gak cocok. Sedih. Pdhal harga ny murah buat hydration toner. Niat mau lengkapin list skincare, tp yg ini malah bikin bruntusan. Mnrut ku cairan ny jg trllu cair buat d pake tanpa kapas. Jd tumpah2 d sela2 jari klo pake ini. Langsung kujual stelah seminggu pake gk ada efek yg baik d wajah",1
138,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Entah kenapa gak cocok sama produk ini. Mungkin karna kulit aku tipenya berminyak & sensitive , jadinya bikin muka jadi tambah berminyak terus juga timbul jerawat sama bruntusan, kalo di aku bikin mukaku keliatan kusam.",1
139,Hada Labo Gokujyun Ultimate Moisturizing Lotion,gak sukaa ih bikin kulit gua kering nyesel banget belii gak cocok sama kulit sensitif aku. gak mau coba lagiii jadi bikin beruntusannn aku sedihhh bener bener gak suka susah benerin kulit yg sensitif butuh waktu yg lama,1
140,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Super sedihhh.. karena dengan produk ini muka aku iritasi. Padaha aku berharap dia bisa bersahabat dengan kulit ku yg sensitif krn tekstur yg cair dan gak ber bau. Tapi ternyata boommm.. krg lebih 3s.d4x pemakaian gak timbul jerawat tapi muka ku mengelupas dan gatal sampe gabisa tidur dan kulit ku jd superr kering :'(,1
141,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Ga cocok di akuu. Gatau kenapa ini malah bikin wajahku jadi makin kusem dan makin super duper oily Ini bisa dijadiin toner gitu sii Teksturnya air biasa gitu, gaada wanginya juga Nyesel banget beli ini huhu",1
142,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Review org banyak yg cocok tp di aku ga cocok. Pdhl pengen bgt cocok sm produk ini:( pernah make sekali trs beruntusan akhirnya stop, udh ga bruntusan. Nyoba make lg, krna emg pgn cocok. Eh ternyata ga cocok juga. Bikin kulit bruntusan bgt. Huhu sedih",1
143,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"awal pake ini tuh sempet breakout, gara gara pakenya kaya kebanyakan gitu, dan ternyata pakenya 2-3 tetes juga udah cukup melembabkan kulit kita. buat kulit yang kombinasi kaya aku, pakenya cukup 2 tetes aja ya.",2
144,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Kulitku acne prone dan apparently dia bikin aku bruntusan dan ada jerawat kecil kecil gituu. Sebenernya teksturnya enak sih cair watery gitu dan hydratingnya nampol, sayangnya ga cocok sama kulitku :(",2
145,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"awal nya tertarik karena banyak review super bagus untuk produk ini, untuk efek moisturizing nya dari hasil pemakaian ku sih standart ya, aku pakai nya si Gokujyun Ultimate Moisturizing Lotion ini dengan face wash nya saja , kalau dipakai dengan rangkaian lengkapnya mungkin lebih maksimal hasilnya, tapi untuk aku sendiri sepertinya bakal gak ketemu lagi dengan produk ini.",2
146,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Beli serangkaian, pake malah bikin bruntusan naik. Ga tau kenapa, padahal banyak orang yang cocok. Berharap banget sama produk ini tapi sayang ga cocok.",2
147,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Moisturizer ini mengandung 3 jenis hyaluronic acid yang membantu meningkatkan kelembaban pada kulit dan mempertahankan keseimbangan sert kelembaban kulit. Recommended produk ini untuk kulit kering,2
148,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Buat yang kulitnya kering kerontang seperti akuu sih cocok bgt pake ini. Bener2 ngelembapin parah sih. Teksturnya watery jadi gampang menyerapnya. Gaada wanginya dan non alkohol jd aman banget kan. Tapi terkadang jadi kusam dan rada bruntusan karna saking moistnya. Jadi aku pake ini kalo dirasa kulitnya bener2 kering aja kaya pas musim hujan tuh kan bikin muka kering.,2
149,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Ini gak terlalu cair rada kental lumayan lama menyerapnya,warnanya kental dan bikin redness jerawat jadi calm banget tapi bikin komedo makin meraja lela larena clog pores huh padahal cinta banget sama toner satu ini",2
150,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Teksturnya ringan dan ingredientsnya juga aman buat kulit jadi ga buat kulit jadi aneh aneh. so far, produk ini aku jadiin toner. dan selama 2 bulan terakhir ini, aku selalu pake si hadalabo ini.",3
151,Hada Labo Gokujyun Ultimate Moisturizing Lotion,baru pakai 2 hari ngak cocok 🥺🥺🥺 tpi untuk kelembapan bagus. cman aku tidak cocok lansung tumbuh kerawat kecil-kecil diwajah sekitar pipi dan dagu. maaf ngk ada foto krna langsng aku kasi teman aku,3
152,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Untuk teksturnya sendiri cair kayak toner, gak ada bau yang menggangu, gak bikin perih juga. aku pakai untuk oily skin, tapi gak tau kenapa dikulitku yang oily dan acne prone ini sama komedoan, setelah pakai ini komedo jadi pada keluar gitu. Terus bikin kulitku jadi kering dan kayak mengelupas 😭. Sedih sihhh padahal banyak review bagus tapi di aku kurang cocok, cuma tetap aku lanjutin pakai utk night karena bangun² kulit jadi lembab.",3
153,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Toner yang sangat bagus! Dia sangat melembapkan dan setelah pake ini muka rasanya kenyel dan lembut. Packagingnya lumayan imut jadi mudah dibawa travelling. Teksturnya lumayan beda sama kebanyakan toner, dia agak lengket dan kentel. Baunya fine-fine aja, gak terlalu mengganggu. Minusnya cuma harganya lumayan mahal karena dia gak terlalu banyak jadi kalau mau make berlebihan jatohnya sayang. Tapi overall aku suka karena dia sesuai dengan fungsi dan bikin muka lebih cerah",3
154,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Aku beli ini karena reviewnya bagus buat kulit yang kering secara kulitku itu kering. Dan selama pake ini lumayan sih agak sedikit ngelembabin tapi juga bikin beruntusan nggak tau kenapa. Sedih banget nggak ttau kenapa.,3
155,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Produk ini sayangnya gak cocok di wajahku, entah kenapa. Setelah pakai ini malah wajahku makin kusam, minyak makin gak terkontrol dan pori-pori wajah makin kelihatan.",3
156,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Kesayanganku pada masanya. Dulu cinta bgt sama toner ini karena ngelembabin banget, tp setelah dipakai lumayan lama efeknya ga kayak dulu lagi, skrg ga terlalu ngelembabin gatau kenapa teksturnya cair bgt, pas diaplikasikan ke muka enak enak aja tapi lama banget nyerepnya. Jadi ga terlalu suka",3
157,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Meskipun disebut sebagai lotion, tapi lotion ini memiliki tekstur yang sangat cair, sehingga saya menggunakannya sebagai toner. Karena teskturnya yang berupa lotion, produk ini sangat melembapkan kulit namun juga cepat menyerap dan tidak lengket.",4
158,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"waktu kulit dehidrasi parah langsung beli ini dan ternyata efektif bgt, kulit langsung terhidrasi dgn baik, cepet nyerepnya juga, ga bikin BO jg, plus harganya murah",4
159,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"my second bottle using this product! dan sebentar lagi juga habis nih botol kedua aku. aku suka banget teksturya yang thick tp cepet meresap di wajah. ini mirip sama brand korea py*nk*ngy*l tapi yang ini memang lebih cair d bandingkan brand korea tsb. but i love this one more! utk harga kalian sdh tau memang hadalabo ini harganya bersahabat banget yaa. efeknya pun ok, yang pasti aku akan terus pake toner ini sampe nanti ketemu yang lebih enak lagi :)",4
160,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Gilasihhhh ada mousturizer yang semurah ini dan memang melembabkan lohhh teksturnya kalo pemula apalagi masih pelajar aku sangat merekomendasikan sih murah coy,4
161,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"kulit aku normal to dry trs hemat juga bisa tahan lama karna isi nya banyak trs tekstur nya sukak ga terlalu cair gitu,soalnya kl terlalu cair kaya ga pake skincare",4
162,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Lotionnya enak dipakai, seperti air tapi agak lengket setelah ditepuk-tepukin ke muka. Tapi juga nggak ganggu sama sekali. Baunya bahkan nggak ada, sangat membantu dry skin aku. Setelah pakai kulit jadi lebih cerah. ",4
163,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Produk ini bikin wajah terasa lebih segar dan terasa lebih lembut setelah cukup lama.. awalnya sih usai pemakaian menurutku bikin wajah terasa agak kesat, balik lagi ke jenis kulit kalian sih.. mungkin di tipe kulitku agak kurang cocok dengan produk ini,",4
164,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"aku baru dua kali pemakaian dan ada sedikit perubahan pas pake toner ini. kata mama kulitku jadi agak elastis gitu, pas aku pegang ternyata beneran dong agak elastis gimanaa gitu. worth it to buy si, dan aku bakal repurchase",5
165,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Moisturizer dgn harga terjangkau emg gak salah sih selalu hadalabo.. but yg ini cocok untuk kulit dry to normal yaaa 😁 bagus jg klo yg mau kembali ke basic skincare untuk perbaiki skin barrier yg rusak ,5
166,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Ini enak banget ku jadikan toner setelah cuci muka, kulitku agak kering dan sensitif, apalagi bagiab cuping idung ,pas pake ini langsung nyaman, tehidrasi, lembab , bening seperti air, harganya affordable isinya banyak, awet bisa sampe 4 bulan baru abis.. botol ke 2 and will repurchase..",5
167,Hada Labo Gokujyun Ultimate Moisturizing Lotion,my first purchase in soco app bcs im too scared to buy it in toko oren :p idk tapi pas pake ini my skin feel much better than before. jadi kerasa lebih terhidrasi terus jadi plumpy,5
168,Hada Labo Gokujyun Ultimate Moisturizing Lotion,Penyelamat disaat muka ku mengalami kekeringan yang cukup parah.,5
169,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"moi favorite moisturizer! sebagus itu emang dan awet banget ga abis abis, dia bener bener ngelembapin muka aku yang kering, dia juga ga bikin muka jadi berminyak",5
170,Hada Labo Gokujyun Ultimate Moisturizing Lotion,"Efektif melembabkan kulit aku yang kering di beberapa bagian, texturenya cair aga kental sehingga mudah menyerap, tidak lengket pokoknya nyaman banget di kulit. Tidak meninggalkan reaksi alergi atau semacamnya. Packagingnya suka banget ciri khas si hadalabo dan harganya terjangkau banget untuk satu botol aku bisa habiskan dalam 3 bulan hehe",5
171,Emina Moist In A Bottle Moisturizer,"pelembab ini dipake sangat sumuk dan greassy, kurang lembab juga, teksturnya agak cair dan warnanya putih susu gitu, packagingnya sih lucu tapi agak susah kalo ngeluarin poduknya soalnya kalo dipencet agak keras tapi kalo ditepuk2 bawahnya yg keluar kebanyakan -_-",1
172,Emina Moist In A Bottle Moisturizer,"beli ini karna butuh moisturizer buat pergi pergi keluar rumah, tapi aneh baunya terlalu menyengat menurutku sih.. dan bikin muka makin berminyak trus lama menyerapnya huhu sedih",1
173,Emina Moist In A Bottle Moisturizer,"Moisturizer pertama aku nih, for the first time in forever in my life i used this. Dan dia lengket banget, terlalu milky kayaknya. Antara cair dan kentel gitu, kurang nyerap di kulit pokoknya kurang suka sama produk ini. Ini mah ngelengketin wajah bukan ngelembabin.",1
174,Emina Moist In A Bottle Moisturizer,duluu nyobain produk ini karena harga tergolong relatif murah dan yaa dari brand besar aja gitu. tapi pas dicoba kayak kurang oke. malah jd bikin kulit gak bisa nafas jadinya malah gampang keringetan dan minyakan bgt setelah pake moisturizer ini.,2
175,Emina Moist In A Bottle Moisturizer,"Bikin makin kusam rasanya? keringnya lama banget. Baunya kurang enak. Gak melembabkan tapi malah keliatan berminyak. Kulitku kering bagian hidung, pas dikasih ini malah makin perih.",2
176,Emina Moist In A Bottle Moisturizer,"Emina Moist In A Bottle Moisturizer kurang cepat meresap di kulit wajahku dan sedikit meng-hydrate, dan texture nya seperti liquid lotion gitu, aku lebih suka texture cream sih untuk moisturizer. product ini fine-fine saja di kulit wajahku tidak membuat iritasi tapi juga tidak memberi efek apapun seperti mencerahkan melembutkan dll... :)",2
177,Emina Moist In A Bottle Moisturizer,"Nyobain ini karena lihat ratingnya cukup bagus dan harganyaaaaaaa sangat sangat bersahabat. teksturnya gak kental, gak cair juga. tapi sayangnya ini gak begitu ngelembabin di aku, mungkin karena tipe mukaku yang emang bener-bener kering :(",3
178,Emina Moist In A Bottle Moisturizer,"ukurannya mini dan lucu enak buat dibawa kemana-mana, dengan harga yg affordable ini cukup banget buat moisturizing kulit dan ngga menimbulkan efek perih atau yang lainnya. di kulitku yg kombinasi emina ini ga terlalu berminyak kalo dipake siang hari",3
179,Emina Moist In A Bottle Moisturizer,"moisturizer ini di muka aku ga cocok. baru pertama kali pake dan langsung kemerahan plus bruntusan. teksturnya creamy rada lengket menurutku. repurchase? No, sorry emina.",3
180,Emina Moist In A Bottle Moisturizer,"Moist ini murah, gampang dibawa kemana2, baunya ga mengganggu, teksturnya kental. Di aku sebenernya bikin lembab banget, sayangnya setelah beberapa kali pemakaian bikin bruntusan parah di jidat dan dagu.",4
181,Emina Moist In A Bottle Moisturizer,"Aku make moist emina yang ini, kulit aku jadi lembut bangett. Terus selain lembut, kulit aku jadi kenyal-kenyal gimana gitu. Wanginya juga enak menurutku.",4
182,Emina Moist In A Bottle Moisturizer,"jujur bisa dibilang bukan beli buat diri sendiri sih ini, tapi untuk moisturizer dengan harga segitu si terjangkau banget pastinya, brand nya jga terpercaya",4
183,Emina Moist In A Bottle Moisturizer,"Cepet banget menyerapnya, sangat ringan dikulit, bener bener melembabkan tapi nggak bikin kulit kelihatan berminyak. Pengemasan rapih banget, pakai kardus brands sendiri dan sangat aman.",5
184,Emina Moist In A Bottle Moisturizer,"Menyatu dengan lembut di kulit, Emina Moist in a Bottle akan membantu memenuhi kebutuhan hidrasi kulitmu setiap hari. kerenn dah pkonyaaaaaaaaa aaaaaaa",5
185,Emina Moist In A Bottle Moisturizer,"Aku suka banget sama tekstur moistnya, walau menurut beberapa orang itu terlalu cair tapi untuk dimuka aku itu sangat pas bnget. Terus dari aromanya juga gak yang nyengat banget gitu, dia tuh ngelembapin tapi gak bikin berminyak gitu dimuka aku",5
186,Sukin Signature Facial Moisturizer,baunya sangat menyengat dan susah di blend. cukup menyesal beli ini. tp sayang karna harganya lumayan dan isinya banyak jd mau gamau dipake buat badan,1
187,Sukin Signature Facial Moisturizer,"sedih bgt ternyata kulit ku kurang cocok karna salah satu kandungan oilnya 🥲 aku pake sebelum flight jam 4 pagi, 1 jam setelah boarding wajahku mulai berminyak dan panas, trs jam 10 pagi pas nyampe rumah kulitku kyk kebakar dan esok harinya keluar jerawat di pipi padahal aku gapernah jerawatan di pipi. Tekstur nya padahal tipe thick yg aku suka tp ga berjodoh sama beberapa oilnya",1
188,Sukin Signature Facial Moisturizer,"Pake ini berasa jadi banyak komedo bangett, beruntusan. Trus berasa risih gitu mukanya jadi gerah. Packagingnya tube tapi produknya rada encer jadi kebanyakan terus keluarnya. Mungkin ini bakalan cocok sama yang mukanya kering, harganya juga cukup terjangkau",1
189,Sukin Signature Facial Moisturizer,"Beli ini pas hamil karena katanya aman, tapi big no no untuk kulit dehidrasi berminyakku, greasy di muka, berat dan lengket. Rasanya jadi makin berminyak dan gerah. Teksturnya lebih mirip body lotion dari pada moisturizer. Even dipake buat badan pun nggak nyaman saking lengketnya. Literally masih 80% isinya dan nggak dilanjut.",2
190,Sukin Signature Facial Moisturizer,"Aku beli sukin facial moist ini karena lagi pake tonernyaa, dan kupikir bisa cocok juga dan hasilnya bagus di muka karena dari brand yang sama. Tapi ternyata bikin wajahku kusam dan makin berminyak. Mungkin karena ingredients nyaa kali yaa. Tekstur lengket, baunyaa juga aku ga suka, Aku pake cuma 2-3 kali ajaa itupun dikit bangett, ini isinya masih banyak tapi aku gamau pake lagi. Kalo skin type nya dry/normal mungkin bisa pake moist ini, tapi kalo kombinasi/oily, aku tidak merekomendasikan. Kalo ada yang mau beli ini punyaku boleh bangett, seriusann ini masih banyakk",2
191,Sukin Signature Facial Moisturizer,"Mixed feeling for this product. Buat packagingny si bagus dan aman ya, ada lockny. Tpi teksturny kurng suka, lumayan sticky dan kurng lembapin. But still worth to try dengan harga affordable.",2
192,Sukin Signature Facial Moisturizer,kurang suka sih ini.. wanginya enak tp terlalu creamy utk mukaku yg tipe berminyak dan sensitif. pake sehari harus stop 2 hari gt.. kalo dipake setiap hari rasanya lengket dan mulai berjerawat.,3
193,Sukin Signature Facial Moisturizer,"lumayan enak buat kulit normal dan ga kenapa-kenapa, dia vegan friendly dan aman juga buat yg baru pertama kali menggunakan skincare. must try kalo masuh takut2 nyoba produk",3
194,Sukin Signature Facial Moisturizer,"Wanginya soft, tekstur thick tapi lumayan gampanh di blend, ga bikin breakout dan macem2 sih. Efek melembabkannya masih kurang sih kalo di aku.. Tapi worth to buy lah utk dipake sehari2",3
195,Sukin Signature Facial Moisturizer,"Awalnya saya hanya coba coba, terus jadi repurchase teksturnya lumayan thick , kadang bikin gerah, cukup melembabkan wajah, harganya lumayan pricey, ok ok",4
196,Sukin Signature Facial Moisturizer,Wanginya agak enek. Kemasannya pump bikin dia engga ketakar banyaknya yang keluar. Tapi bikin lembab puol,4
197,Sukin Signature Facial Moisturizer,"Cukup hydrating di aku, tidak ada masalah selama pemakaian. Buat nyoba bisa kemasan kecil dulu. Banyak produk hydrating yang lain, namun beli Sukin karena lebih mantep aja naturalnya.",4
198,Sukin Signature Facial Moisturizer,"moisturiser ini membuat kulit saya menjadi halus dan terhidrasi karena moisturiser ini mengandung roseship, avocado, sesame, dan jojoba oils. jadi aman untuk semua jenis kulit.",5
199,Sukin Signature Facial Moisturizer,"Entah ini udah repurchase ke berapa, secinta itu deh🧡🧡🧡 sempet coba merk lain tp ga secocok ini😩 bener2 cocok di skin type aku yg combi-oily dan ga bikin kulit becek sih karena teksturnya lotion.",5
200,Sukin Signature Facial Moisturizer,"Sukakkkkkkkk!!! Akhirnya ada pelembab yang bisa lembabin tanpa harus bikin muka terasa greasy gituuu 😭🤍 di aku gak bikin beruntusan dan gak bikin muka kusam sih. Irit juga, karena cuma pake sebiji jagung aja udah bisa lembabin muka + leher. Keren banget sukin!!",5
